,AccountWeeks,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins,Churn,ContractRenewal,DataPlan
0,0.6764894644252237,1.480203726282158,-0.4279320210630441,1.566766952415641,0.476643152060273,1.9907270310622682,-0.07158359761856833,-0.08500822876431867,0.0,1.0,1.0
1,0.14906504689790906,2.266072482595834,-0.4279320210630441,-0.33373776358506635,1.1245028401090709,1.564510250757311,-0.10708191432817628,1.2404816915093566,0.0,1.0,1.0
2,0.9025285005083585,-0.6416419157647673,-1.1882184955849664,1.1683036448096953,0.6759845945368261,-0.26213309340679164,-1.57434567165864,0.7031209130200288,0.0,1.0,0.0
3,-0.4285902675367689,-0.6416419157647673,0.3323544534588781,2.1965960515347147,-1.4669359120861205,0.04230746395389213,-2.741845865663525,-1.3030259933401287,0.0,0.0,0.0
4,-0.6546293036199038,-0.6416419157647673,1.0926409279808003,-0.2400897051154664,0.6261492339176878,-0.9319023196002959,-1.0379266636023412,-0.049184176865030266,0.0,0.0,0.0
5,0.4253349798884072,-0.6416419157647673,-1.1882184955849664,0.8010563566936167,-0.12138117536938654,0.04230746395389213,0.385950262194157,-1.4104981490379942,0.0,0.0,0.0
6,0.5006813252494522,0.9536716595519947,1.0926409279808003,0.705572061783436,-0.6197347815607694,1.8872172415596355,2.9102750059885034,-0.9806095262465319,0.0,1.0,1.0
7,1.153682985045175,-0.6416419157647673,-1.1882184955849664,-0.4182046398517643,-1.0682530271330142,-1.2363428769609797,-1.9293288387547198,-1.1239057338436862,0.0,0.0,0.0
8,0.40021953143472555,-0.49232685206516885,-0.4279320210630441,0.08676038130784378,-0.17121653598852482,0.46243543311163565,2.969438867171183,-0.5507209034550697,0.0,1.0,0.0
9,1.002990294323085,1.7316817283025339,-1.1882184955849664,1.4474115837779153,-0.8190762240373226,2.2464570992452426,0.41356006407940776,0.34488039402714343,0.0,0.0,1.0
10,-0.9057837881567202,-0.4137399764338012,1.8529274025027227,-0.930514606773694,1.822197888777007,-0.6944386848589627,0.5437205586813038,0.8822411725164714,1.0,1.0,0.0
11,-0.6797447520735854,-0.37444653861811744,-1.1882184955849664,0.14551994740641613,1.323844282585624,-0.4204421832343473,-0.7421073576889413,-0.4074246958579156,0.0,1.0,0.0
12,1.6811074025724897,-0.6416419157647673,-0.4279320210630441,-0.9360233160954349,-0.22105189660766314,-1.5407834343216635,-1.8938305220451117,0.34488039402714343,0.0,1.0,0.0
13,-0.15232033454627075,-0.29585966298674987,1.0926409279808003,-0.42554958561408596,-0.6197347815607694,-0.237777848817937,0.9184250128382775,0.7389449649193177,0.0,1.0,0.0
14,-0.9811301335177652,-0.6416419157647673,1.8529274025027227,-1.084758467782447,-1.5167712727052587,-0.5665736507674753,2.0938137216675194,1.0255373801136256,0.0,1.0,0.0
15,1.5052992633967182,-0.6416419157647673,1.8529274025027227,2.8117352591291467,-1.6662773545626737,1.6862864737015844,2.3028593645129893,-1.732914616131591,1.0,1.0,0.0
16,-0.40347481908308724,2.2896485452852438,-0.4279320210630441,0.30527251773691066,1.9218686100152835,2.3743221333367295,1.5771160006721148,1.2763057434086458,0.0,1.0,1.0
17,-0.20255123145363405,-0.6416419157647673,1.0926409279808003,0.20060704062382792,0.6759845945368261,-0.3230212048789284,0.3386191732480133,-0.7656652148508009,0.0,1.0,0.0
18,-0.629513855166222,1.480203726282158,-0.4279320210630441,0.182244676218024,-1.7161127151818119,1.320957804868764,0.23212422311918948,-0.08500822876431867,0.0,1.0,1.0
19,-0.7048602005272671,-0.6416419157647673,-0.4279320210630441,0.8194187210994207,-0.5200640603224929,-0.26213309340679164,-0.8170482485203358,0.9897133282143372,0.0,1.0,0.0
20,1.153682985045175,-0.3980226013075277,-1.1882184955849664,-0.45309313222279185,0.825490676394241,-0.37782050520385135,0.7645989737633093,0.12993608263141238,0.0,1.0,0.0
21,-0.6043984067125404,-0.6416419157647673,2.613213877024645,-2.155284312640816,-0.5698994209416312,-1.8452239916823472,-0.6119468630870453,-1.6254424604337254,1.0,1.0,0.0
22,0.726720361332587,-0.6416419157647673,-1.1882184955849664,0.05921683469913788,0.5763138732985496,-1.114566654016706,-2.5249117079936982,-0.2641284882607613,0.0,1.0,0.0
23,0.24952684071263564,-0.33515310080243366,0.3323544534588781,-1.2738908211622273,0.12779562772630493,-1.3033197995803303,-1.254860821272168,-0.9089614224479547,0.0,1.0,0.0
24,0.7769512582399503,-0.6416419157647673,-1.1882184955849664,-1.8119080982522826,-0.719405502799046,-1.2972309884331163,0.8710939238921331,0.022463926933547176,0.0,1.0,0.0
25,1.8318000932945797,-0.6416419157647673,1.0926409279808003,-1.0186539559215528,-1.217759108990429,-0.6883498737117489,1.5021751098407194,1.8853146256965505,0.0,1.0,0.0
26,-1.1067073757861734,1.3780407879613799,-1.1882184955849664,0.6100877668732558,0.7258199551559644,1.3635794828992598,-0.19385557739610648,-0.2641284882607613,0.0,1.0,1.0
27,-1.1820537211472184,-0.6416419157647673,1.0926409279808003,-0.8350303118635133,-1.367265190847844,-1.175454765488843,-0.8959333967639092,1.598722210502242,0.0,1.0,0.0
28,-2.0359789685723944,-0.39016391374439097,-1.1882184955849664,0.1877533855397654,0.4268077914411347,0.1153731977204564,1.1274706556837466,-1.4104981490379942,0.0,1.0,0.0
29,-1.3076309634156267,-0.4766094769388953,-0.4279320210630441,-1.1104657779505724,0.825490676394241,-0.9258135084530822,0.2794553120653332,0.30905634212785504,0.0,1.0,0.0
30,1.0281057427767668,-0.6416419157647673,0.3323544534588781,-1.7439673499508082,-0.2708872572268014,-1.7843358802102105,-1.266693593508704,1.4196019510057993,0.0,1.0,0.0
31,-0.6546293036199038,-0.6416419157647673,-0.4279320210630441,0.8506347405892871,0.2274663489645815,-0.018580647518244623,0.011245808037183986,0.022463926933547176,0.0,1.0,0.0
32,1.7815691963872162,-0.6416419157647673,1.0926409279808003,0.5917254024674519,1.0248321188707943,-1.0536785425445694,-3.3492615071390395,0.846417120617183,0.0,1.0,0.0
33,-2.236902556201848,-0.6416419157647673,-0.4279320210630441,1.2821503041256794,0.8753260370133793,0.4685242442588494,1.0130871907305647,0.5598247054228751,1.0,1.0,0.0
34,-1.1067073757861734,1.118704098377867,-1.1882184955849664,-0.054629824616846276,-0.3207226178459397,0.7973200462083883,-0.11891468656471202,-0.6940171110522234,0.0,1.0,1.0
35,-0.7299756489809487,2.4782570468005263,1.0926409279808003,0.7386243177138833,-1.0184176665138758,2.3986773779255848,0.3228421435992983,1.598722210502242,0.0,1.0,1.0
36,-1.634131793313488,2.4389636089848428,-1.1882184955849664,-0.6146819389938661,1.3736796432047622,1.3331354271631914,-0.7578843873376556,1.527074106703665,0.0,1.0,1.0
37,-0.5792829582588588,-0.6416419157647673,-0.4279320210630441,-0.8992985872838271,-1.8157834364200887,-0.8710142081281591,0.4490583807890157,-0.08500822876431867,0.0,1.0,0.0
38,0.8774130520546769,1.5902253521660725,1.0926409279808003,0.44299025078044013,0.2773017095837198,1.4062011609297558,-0.26485221081532234,0.09411203073212399,0.0,0.0,1.0
39,1.2039138819525383,-0.6416419157647673,-0.4279320210630441,-0.7230198889881094,-0.3207226178459397,-0.5665736507674753,1.3956801597118957,0.30905634212785504,0.0,1.0,0.0
40,-0.0769739891852258,-0.40588128887066444,1.0926409279808003,-0.981929227109945,0.07796026710716664,-1.0536785425445694,-0.675054981681904,-0.2999525401600497,0.0,1.0,0.0
41,0.8522976036009953,2.454680984111116,-1.1882184955849664,-0.12257057291832113,-0.7692408634181843,1.832417941234713,0.05857689698332767,1.5628981586029536,1.0,0.0,1.0
42,-1.6843626902208515,-0.6416419157647673,0.3323544534588781,-1.0094727737186509,-0.9187469452755993,-0.6274617622396121,1.6007815451451861,-0.08500822876431867,0.0,1.0,0.0
43,1.4801838149430364,-0.3430117883655704,1.0926409279808003,-1.7256049855450042,-1.1679237483712908,-1.4311848336718174,-0.7026647835671548,-0.37160064395862713,0.0,1.0,0.0
44,-0.9308992366104019,-0.45303341424948507,-0.4279320210630441,-0.4732917330691761,-1.6662773545626737,-0.48133029470648403,0.48850095491080225,-2.413571602218073,0.0,1.0,0.0
45,-1.0564764788788101,1.1658562237566872,0.3323544534588781,-1.081085994901286,-0.17121653598852482,0.3467480213145759,0.23606848053136806,-0.6223690072536466,0.0,1.0,1.0
46,-0.9057837881567202,-0.6416419157647673,1.0926409279808003,0.5788717473833893,0.974996758251656,-0.3839093163510651,-0.7578843873376556,1.061361432012914,0.0,1.0,0.0
47,1.0281057427767668,-0.3665878510549807,0.3323544534588781,0.1326662923223536,1.6228564463004538,-0.536129595031407,-1.310080425042669,-1.0164335781458202,0.0,1.0,0.0
48,0.45045042834208887,-0.6416419157647673,2.613213877024645,-0.37964367459957615,0.6759845945368261,-0.5665736507674753,0.5989401624518054,-0.5148968515557808,1.0,1.0,0.0
49,-0.10208943763890745,1.6923882904868504,-0.4279320210630441,-0.8552289127098981,1.7225271675387304,0.9373627025943025,0.3188978861871197,0.2732322902285666,0.0,1.0,1.0
50,-1.2322846180545817,-0.39016391374439097,1.0926409279808003,0.22264187791079296,0.3769724308219964,0.17626130919259317,1.3562375855901092,-0.8731373705486664,0.0,1.0,0.0
51,-1.0313610304251284,-0.6416419157647673,-0.4279320210630441,0.7496417363573655,-2.1646309607540566,-0.018580647518244623,0.20057016382176013,-1.2313778895415517,0.0,1.0,0.0
52,-2.287133453109211,-0.6416419157647673,0.3323544534588781,0.11614016435712995,0.5763138732985496,-0.5056855392953387,-0.2135768644570001,0.4165284978257209,0.0,1.0,0.0
53,-0.1272048860925891,-0.4766094769388953,0.3323544534588781,-0.35944507375319196,0.825490676394241,-0.25604428225957787,1.312850754056144,-0.33577659205933813,0.0,1.0,0.0
54,-0.3532439221757239,-0.6416419157647673,2.613213877024645,-0.5283788262865878,-0.8689115846564609,-0.6883498737117489,0.37017323254544265,-0.19248038446218452,1.0,1.0,0.0
